place,Top5,무료,혜택,친환경,추천,식재료,제주산,에너지,환경,비건
건축학개론펜션,"['주인', '분이', '가격', '사장', '이서']",0,0,0,0,0,0,0,0,0
W오션펜션,"['위치', '주차', '불편', '다락방', '수준']",0,0,0,0,0,0,0,0,0
제주솔한옥펜션,"['한옥', '편안', '세탁기', '기대', '조경']",0,0,0,0,0,0,0,0,0
마녀의언덕,"['숙소', '취소', '관리인', '주인', '맛집']",0,0,0,2,0,0,0,0,0
브라운캐빈,"['가족', '여행', '제주도', '사장', '친절']",0,0,0,1,0,0,0,0,0
솔펜션,"['모기', '친절', '애견', '이정', '도면']",0,0,0,0,0,0,0,0,0
해바라기펜션,"['남자', '산책', '사장', '친절', '와이프']",0,0,0,0,0,0,0,0,0
더비비스제주,"['방음', '전망', '소리', '가격', '여행']",0,0,0,1,0,0,0,0,0
애월바다향기펜션,"['친절', '사장', '성비', '사람', '생각']",0,0,0,1,0,0,0,0,0
보우힐리조트&펜션,"['사장', '친절', '조식', '여행', '숙소']",2,0,0,4,0,0,0,0,0
달토끼펜션,"['위치', '성비', '좋아서', '식당', '마트']",0,0,0,0,0,0,0,0,0
감귤향기힐링파크,"['친절', '가격', '직원', '위치', '종합']",0,0,0,1,0,0,0,1,0
펜션연리,"['수영장', '온수', '친절', '최고', '무료']",2,0,0,2,0,0,0,0,0
아모르하우스,"['숙소', '시설', '달리', '평가', '돌이']",0,0,0,0,0,0,0,1,0
제이앤클로이,"['사장', '친절', '돌고래', '주변', '숙소']",1,0,0,1,0,0,0,0,0
중문통나무펜션&리조트,"['느낌', '친절', '숙소', '사장', '해외여행']",0,0,0,0,0,0,0,0,0
게우지코지펜션,"['조식', '가격', '숙소', '건물', '객실']",0,0,0,0,0,0,0,0,0
마린포트리조트,"['친절', '바다', '일차', '마린', '포트']",0,0,0,2,0,0,0,0,0
지미안펜션,"['숙소', '여행', '사장', '친절', '우도']",0,0,0,0,0,0,0,0,0
제주아비앙또,"['친절', '사장', '조식', '여행', '숙소']",0,0,0,0,0,0,0,0,0
제주파도소리펜션,"['화장실', '사장', '친절', '침대', '주인']",0,0,0,0,0,0,0,0,0
제주팜파스펜션,"['가격', '숙소', '궁궐', '팜파스', '층간소음']",0,0,0,0,0,0,0,0,0
푸르다오션펜션,"['성비', '느낌', '숙소', '친절', '제주']",0,0,0,1,0,0,0,0,0
낭만제주펜션,"['제주', '여행', '한라산', '공항', '활주로']",0,0,0,2,0,0,0,0,0
돈내코펜션,"['코스', '한라산', '친절', '수영장', '거리']",0,0,0,1,0,0,0,0,0
한담풍경하우스,"['단점', '청결', '카페', '한담', '가드']",0,0,0,2,0,0,0,0,0
로그밸리펜션,"['아이들', '아침', '토끼', '염소', '친절']",0,0,0,0,0,0,0,0,0
함덕서우재,"['숙소', '바다', '제주도', '함덕', '해수욕장']",0,0,0,0,0,0,0,0,0
쉬멍놀멍,"['친절', '조식', '시설', '방문', '사장']",1,0,0,0,0,0,0,0,0
북촌플레이스,"['원룸', '비치', '숙소', '체크아웃', '조식']",0,0,0,0,0,0,0,0,0
해와돌바라기 펜션,"['숙소', '친절', '쇠소깍', '쌀국수', '아침']",0,0,0,0,0,0,0,0,0
이루다펜션,"['수건', '최고', '성비', '신축', '좋아서']",0,0,0,2,0,0,0,0,0
스타하우스,"['건물', '실내', '주차장', '지인', '이신']",0,0,0,1,0,0,0,0,0
큰엉해올레펜션,"['최고', '사장', '위치', '친절', '올레길']",0,0,0,0,0,0,0,0,0
오션하우스,"['친절', '모델링', '실내', '조리', '후라이']",0,0,0,1,0,0,0,0,0
쥬디스펜션,"['시설', '최고', '해수욕장', '공항', '주말']",0,0,0,0,0,0,0,0,0
고내1101,"['숙소', '만족', '복도', '향기', '사장']",0,0,0,0,0,0,0,0,0
제주다모르,"['정수기', '숙소', '관리', '느낌', '보일러']",0,0,0,0,0,0,0,0,0
솔라시도펜션,"['사장', '친절', '숙소', '조식', '아침']",1,0,0,0,0,0,0,0,0
화이트캐슬펜션,"['사장', '마당', '고기', '바다', '식탁']",0,0,0,2,0,0,0,0,0
성산해맞이펜션,"['성비', '주차', '청소', '분이', '추천']",0,0,0,1,0,0,0,0,0
월령코지펜션,"['시설', '청결', '맛집', '압승', '상태']",0,0,0,0,0,0,0,0,0
뽀요요펜션카페,"['땅콩', '빙수', '방문', '풍경', '아부지']",0,0,0,0,0,0,0,0,0
올레하우스펜션 본관,"['온천', '가격', '산방산', '주변', '성비']",0,0,0,0,0,0,0,1,0
제주펜션오다,"['최고', '금액', '청구', '마음', '장점']",1,0,0,0,0,0,0,0,0
해모랏펜션,"['사장', '친절', '숙소', '최고', '성산']",1,0,0,0,0,0,0,0,0
더썸펜션,"['근처', '마트', '하나로', '하와이', '패밀리']",0,0,0,1,0,0,0,0,0
늘바다통나무펜션,"['관리', '애견', '강아지', '내부', '아이들']",0,0,0,1,0,0,0,0,0
646미터퍼세크,"['바람', '조식', '자쿠지', '단점', '주변']",0,0,0,2,0,0,0,0,0
노인과바다펜션,"['숙소', '친절', '사장', '방문', '청결']",0,0,0,0,0,0,0,0,0
조이랜드,"['사장', '친절', '숙소', '하나로', '마트']",0,0,0,1,0,0,0,0,0
씨에나펜션,"['여행', '사장', '사진', '제주', '행복']",0,0,0,2,0,0,0,0,0
달빛바다펜션,"['친절', '공항', '근처', '기소', '리가']",0,0,0,0,0,0,0,0,0
보름펜션,"['친절', '조식', '전복죽', '청결', '사장']",0,0,0,0,0,0,0,0,0
귤한가,"['사장', '숙소', '조식', '여행', '체험']",1,0,0,1,0,0,0,0,0
라비아펜션,"['아내', '아들', '와도', '걱정', '최적']",0,0,0,0,0,0,0,0,0
제주삼다호스텔펜션,"['숙소', '위생', '담배', '냄새', '샤워기']",0,0,0,0,0,0,0,0,0
제주올레로,"['망고', '숙소', '주스', '제주도', '위치']",0,0,0,1,0,0,0,0,0
플라이진하우스,"['전기', '숙소', '벌레', '욕실', '냄새']",0,0,0,0,0,0,0,0,0
해변산책,"['청소', '주인', '최고', '주변', '가격']",0,0,0,0,0,0,0,0,0
바다풍경펜션,"['바다', '아내', '아침', '풍경', '자연']",0,0,0,0,0,0,0,0,0
바다그리기,"['가격', '할머니', '시설', '조식', '주인']",0,0,0,1,0,0,0,0,0
룸엣155,"['가격', '업체', '사진', '대비', '패키지']",0,0,0,0,0,0,0,0,0
바닷가하우스펜션,"['위치', '친절', '일출', '방바닥', '제주도']",0,0,0,0,0,0,0,0,0
타워펜션,"['친절', '사장', '제주', '전체', '최고']",0,0,0,0,0,0,0,0,0
그랑빌펜션,"['주인', '사장', '친절', '가족']",0,0,0,0,0,0,0,0,0
밧돌펜션하우스,"['게스트하우스', '숙소', '사장', '친절', '해주시']",0,0,0,0,0,0,0,0,0
제주행복스케치펜션,"['예약', '호텔', '사이트', '숙소', '전화']",0,0,0,0,0,0,0,0,0
성산우리집펜션,"['어머니', '친절', '청결', '성산', '조식']",0,0,0,0,0,0,0,0,0
제주그린나래,"['사장', '숙소', '친절', '만족', '조식']",0,0,0,0,0,0,0,0,0
웨스티하우스,"['통나무집', '하룻밤', '정원', '나무', '꿈의']",0,0,0,0,0,0,0,0,0
소담펜션,"['만원', '추가', '사장', '마당', '준비']",0,0,0,0,0,0,0,0,0
두리안펜션,"['친절', '두리안', '사장', '침구', '청결']",0,0,0,1,0,0,0,0,0
제주애월풀빌라,"['빌라', '온수', '풀이', '가격', '숙소']",0,0,0,0,0,0,0,0,0
서문레지던스,"['주변', '주차', '자리', '추천', '환경']",0,0,0,1,0,0,0,1,0
애월해안누리펜션,"['사장', '친절', '정자', '아쉬움', '전망']",0,0,0,0,0,0,0,0,0
별빛두방울펜션,"['커피', '친절', '사장', '냉장고', '가격']",0,0,0,2,0,0,0,0,0
반하크라펜션,"['감귤', '사장', '내부', '편의점', '시설']",0,0,0,1,0,0,0,0,0
캠프해리,"['숙소', '느낌', '인테리어', '침대', '소리']",0,0,0,1,0,0,0,0,0
오렌지슈가펜션,"['분명', '결제', '황토', '도착', '옆방']",0,0,0,0,0,0,0,0,0
삼일삼오,"['창문', '환기', '친절', '숙소', '청소']",0,0,0,0,0,0,0,0,0
자멍펜션,"['가격', '친절', '사실', '기대', '생각']",0,0,0,1,0,0,0,0,0
루나마르풀리조트,"['숙소', '사장', '친절', '수영장', '방문']",0,0,0,0,0,0,0,1,0
보롬코지펜션,"['사장', '최고', '침구', '여행', '샴푸']",0,0,0,0,0,0,0,0,0
소울펜션,"['이틀', '부부', '무료', '업그레이드', '바닷가']",1,0,0,0,0,0,0,0,0
풀스토리풀빌라,"['온수', '욕실', '사용', '예약', '이용']",0,0,0,0,0,0,0,0,0
벨루가,"['물놀이', '추천', '가격', '대비']",0,0,0,1,0,0,0,0,0
허브인휴양펜션,"['숙박', '성비', '숙소', '인용', '욕조']",0,0,0,0,0,0,0,0,0
씨에코비치,"['사장', '친절', '위치', '아침', '방음']",0,0,0,0,0,0,0,0,0
제주다온재,[''],0,0,0,0,0,0,0,0,0
세도나중문풀빌라,"['예약', '전화', '동남아', '기분', '인테리어']",0,0,0,2,0,0,0,0,0
대정펜션,"['주인', '친절', '숙소', '근처', '마라도']",0,0,0,0,0,0,0,0,0
고스트하우스,"['체험', '친절', '이용', '최고', '여행']",0,0,0,1,0,0,0,0,0
서귀포귤림성,"['방문', '조식', '제주도', '주위', '산책']",0,0,0,0,0,0,0,0,0
금단영펜션,"['사장', '친절', '예약', '감사', '제주']",0,0,0,1,0,0,0,0,0
섯동네펜션,"['사장', '친절', '숙소', '바다', '일출']",0,0,0,0,0,0,0,0,0
팜스빌리지,"['청소', '객실', '소품', '사장', '신경']",0,0,0,0,0,0,0,0,0
우도피아펜션,"['정원', '친절', '동남아', '우도', '하룻밤']",0,0,0,0,0,0,0,0,0
제주빌레성통나무휴양펜션,"['정원', '침대', '취사', '시설', '바다']",0,0,0,1,0,0,0,0,0
스테이빌펜션,"['주인', '아저씨', '친절', '근처', '먹거리']",0,0,0,0,0,0,0,0,0
산방산에펜션,"['친절', '친구', '장점', '사장', '조리']",0,0,0,0,0,0,0,0,0
초록마을펜션,[''],0,0,0,0,0,0,0,0,0
바다아리,"['바다', '시설', '편의점', '방음', '주변']",0,0,0,0,0,0,0,0,0
카스빌리지,"['시설', '초록', '단가', '비교', '예약']",0,0,0,0,0,0,0,0,0
제주가좋아서,"['숙소', '정원', '신경', '강아지', '사진']",0,0,0,0,0,0,0,0,0
제니빌펜션,"['야경', '일출', '산책로', '제주도', '가도']",0,0,0,0,0,0,0,0,0
스테리나잇제주펜션,"['만족', '친절', '최상', '비지떡', '네이버']",0,0,0,0,0,0,0,0,0
선양빌리지돔,"['사장', '친절', '카라', '청소', '상태']",0,0,0,0,0,0,0,0,0
미소가펜션,"['숙소', '가격', '대비', '장점', '동네']",0,0,0,0,0,0,0,0,0
다몰펜션,"['사장', '친절', '소리', '오줌', '자국']",0,0,0,0,0,0,0,1,0
블루마운틴커피랜드&리조트,"['사람', '예약', '하면', '건식', '전기']",0,0,0,0,0,0,0,0,0
키아오라리조트,"['친절', '사장', '성산', '숙소', '주변']",2,0,0,2,0,0,0,0,0
비치펜션,"['편의점', '친절', '관리', '성비', '만족']",0,0,0,0,0,0,0,0,0
레드클레이펜션,"['사진', '주인', '조식', '아침', '토스트']",0,0,0,0,0,0,0,0,0
엔게디하우스,"['조식', '친절', '사장', '아기', '아침']",0,0,0,2,0,0,0,0,0
금오름가는길,"['사장', '센스', '필요', '작성', '후기']",0,0,0,0,0,0,0,0,0
돌담에꽃머무는집,"['카페', '사장', '조식', '아침', '최고']",0,0,0,1,0,0,0,0,0
제주혼디펜션,"['최고', '조식', '식당', '사장', '사모님']",0,0,0,0,0,0,0,0,0
성산아침노을펜션,"['친절', '사장', '성산', '숙소', '일출봉']",0,0,0,2,0,0,0,0,0
산방산탄산온천펜션,"['청소', '주인', '벌레', '해달', '아주머니']",0,0,0,0,0,0,0,0,0
랑데뷰펜션,"['하수구', '냄새', '바다', '화장실', '강아지']",0,0,0,0,0,0,0,0,0
바다랑파도랑펜션,['하와이'],0,0,0,0,0,0,0,0,0
위미향펜션,"['가족', '친구', '단체', '여행', '숙소']",0,0,0,0,0,0,0,0,0
귤낭하우스,"['제가', '여태', '숙소', '최고', '기차']",0,0,0,0,0,0,0,0,0
코이노니아펜션,"['사장', '조식', '비양도', '친절', '최고']",1,0,0,1,0,0,0,0,0
서귀포 탐라도다펜션,"['여행', '음악', '전화', '처음', '숙박']",0,0,0,0,0,0,0,0,0
여누스테이,"['한라산', '숙소', '친절', '카페', '해서']",0,0,0,0,0,0,0,0,0
로그맨하우스,"['사장', '친절', '가격', '제주', '아침']",0,0,0,1,0,0,0,0,0
제주무지개하우스,"['아이들', '해변', '더블', '비글', '개별']",0,0,0,0,0,0,0,0,0
비울채울펜션,"['강아지', '내부', '객실', '위치', '인테리어']",0,0,0,0,0,0,0,0,0
유명펜션,"['친절', '사장', '덕분', '하루', '편안']",0,0,0,0,0,0,0,0,0
푸르미르,"['친절', '사장', '우도', '최고', '숙소']",1,0,0,0,0,0,0,0,0
풀스테이바르,"['수영장', '아기', '시설', '바다', '최고']",0,0,0,1,0,0,0,0,0
커먼스테이,"['사장', '숙소', '최고', '친절', '방문']",0,0,0,0,0,0,0,0,0
누가빌리지펜션,"['최고', '낭만', '분위기']",0,0,0,0,0,0,0,0,0
뜨레피아펜션,"['바다', '마당', '세탁기', '와이파이', '성비']",0,0,0,0,0,0,0,0,0
CS빌리지,"['사장', '친절', '시설']",0,0,0,0,0,0,0,0,0
소풍이야기펜션,"['화장실', '착시', '현상', '경치']",0,0,0,0,0,0,0,0,0
스테이아하,"['청결', '수영장', '가족', '예약', '건물']",0,0,0,0,0,0,0,0,0
비자림힐링펜션,"['수영장', '아침', '전복죽', '제공', '마랑']",0,0,0,0,0,0,0,0,0
젠틀리조트,"['기분', '기대', '관리', '리조트', '방문']",0,0,0,0,0,0,0,0,0
파라펜션,"['제주', '여행', '편백', '객실', '여운']",0,0,0,0,0,0,0,0,0
춤추는달,[''],0,0,0,0,0,0,0,0,0
설렘펜션,"['사장', '친절', '해수욕장', '조리', '수건']",0,0,0,0,0,0,0,0,0
포에마,"['숙소', '성비', '친절', '협재해수욕장', '택시']",0,0,0,0,0,0,0,0,0
중문올레펜션,"['사장', '친절', '고기', '여유', '바다']",0,0,0,0,0,0,0,0,0
오션베스트빌,"['파전', '해물', '친절', '파사', '최고']",0,0,0,0,0,0,0,0,0
곶자왈거문오름펜션,"['사장', '관광', '힐링', '명소', '친절']",0,0,0,0,0,0,0,0,0
예뜰,"['도착', '배려', '감사', '내부', '산책로']",0,0,0,0,0,0,0,0,0
시재시재,"['조식', '숙소', '전복죽', '어메니티', '방문']",0,0,0,0,0,0,0,0,0
수펜션,"['사장', '친절', '박수기', '숙소', '방문']",0,0,0,0,0,0,0,0,0
제주힐링리조트,"['숙소', '사장', '힐링', '구이', '황토']",0,0,0,0,0,0,0,0,0
제주삼양2022펜션,"['소리', '관리', '주인', '사심', '방음']",0,0,0,0,0,0,0,0,0
해미안,"['사우나', '해수', '노천', '제주', '전망']",0,0,0,0,0,0,0,0,0
비자림리조트,"['위치', '아이들', '사장', '친절', '시설']",0,0,1,0,0,0,0,0,0
유러하우스펜션,"['예약', '취소', '숙소', '기억', '절대']",0,0,0,0,0,0,0,0,0
추자도에코하우스펜션,"['추자도', '친절', '사장', '여행', '에코']",0,0,0,5,0,0,0,0,0
앙크레펜션,"['숙소', '사장', '친절', '가격', '여행가']",0,0,0,0,0,0,0,0,0
리조트 산수휴,"['가족', '글램', '추억', '최고', '조로']",0,0,0,0,0,0,0,0,0
달비치펜션,"['최고', '커피', '창문', '소리', '음료']",0,0,0,0,0,0,0,0,0
써니펜션,"['맛집', '사장', '고기', '성산', '숙소']",0,0,0,0,0,0,0,0,0
오름풍경펜션,"['기분', '사모님', '마음', '시설', '부탁']",0,0,0,0,0,0,0,0,0
하얀언덕,"['바다', '친절', '여행', '불편', '바닷가']",0,0,0,0,0,0,0,0,0
스테이산타루치아,"['친절', '사장', '방도', '빨래', '수건']",0,0,0,1,0,0,0,0,0
하얀별펜션,"['사장', '만점', '숙소', '샤워', '소리']",0,0,0,0,0,0,0,0,0
해마지펜션,"['시설', '추천', '거실', '성비', '애기']",0,0,0,1,0,0,0,0,0
해뜨는집펜션,"['성산', '일출봉', '숙소', '주인', '친절']",0,0,0,1,0,0,0,0,0
하늘타리펜션,"['친절', '여행', '사장', '연대', '원담']",0,0,0,0,0,0,0,0,0
마가렛펜션,"['가격', '에어컨', '여행', '명령', '하루']",0,0,0,0,0,0,1,0,0
제주늘보의오후,"['풍경', '음료', '차귀도', '사장', '남자']",0,0,0,0,0,0,0,0,0
외돌개나라펜션,"['외돌개', '여행', '사장', '방문', '겨울']",0,0,0,0,0,0,0,0,0
바위섬펜션,"['해안', '도로', '근처', '주인', '분도']",0,0,0,0,0,0,0,0,0
지금여기에,"['최고', '식당', '예약', '사장', '친절']",0,0,0,2,0,0,0,0,0
메이플해피하우스,"['작년', '청소', '기억', '저녁', '숯불']",0,0,0,0,0,0,0,0,0
타이스토리,"['태국', '실외', '실내', '디자인', '분위기']",0,0,0,0,0,0,0,0,0
포시즌펜션,"['여행', '사장', '친절', '제주도', '숙소']",0,0,0,0,0,0,0,0,0
빨강궁전,"['최고', '음식', '인심', '방도', '식당']",0,0,0,0,0,0,0,0,0
동백바다펜션,"['리조트', '최고', '가격']",0,0,0,0,0,0,0,0,0
바다야펜션,"['가격', '도착', '사장', '얼굴', '바다']",0,0,0,0,0,0,0,0,0
제주클레르드륀펜션,"['커피', '가세', '고가', '사장', '내외분']",0,0,0,0,0,0,0,0,0
뜨리바다펜션,"['친절', '이용', '여행', '청소', '청결']",0,0,0,0,0,0,0,0,0
제주바다마루펜션,"['사장', '친절', '숙소', '환경', '멍멍이']",0,0,0,1,0,0,0,1,0
제주바당뜰펜션,"['사장', '바다', '일몰', '처음', '제주도']",0,0,0,0,0,0,0,0,0
귤하우스펜션,[''],0,0,0,0,0,0,0,0,0
제주마중,"['사생활', '보호', '만족', '게도', '해변']",0,0,0,0,0,0,0,0,0
길라임펜션,"['예약', '사과', '아내', '모델링', '필요']",0,0,0,0,0,0,0,0,0
해가빛,"['청소', '최고', '여행', '친절', '사장']",0,0,0,0,0,0,0,0,0
저바다에누워펜션,"['숙소', '사장', '예약', '친절', '바다']",0,0,0,0,0,0,0,0,0
비에노즈,"['카페', '커피', '제주도', '인테리어', '음료']",0,0,0,0,0,0,0,0,0
고래의꿈펜션,"['친절', '사장', '시설', '향기도', '디자인']",0,0,0,0,0,0,0,0,0
마니주펜션,[''],0,0,0,0,0,0,0,0,0
제주독채올레하우스,"['잔디', '정원', '홈페이지', '거실', '지기']",0,0,0,0,0,0,0,0,0
스테이헤이븐 펜션,"['숙소', '산책로', '이용', '싱글', '침대']",0,0,0,0,0,0,0,0,0
월정씨하루펜션,"['수건', '냄새', '창문', '만족', '바다']",0,0,0,0,0,0,0,0,0
팀버하우스,"['사장', '친절', '숙소', '감사', '편백']",0,0,0,1,0,0,0,0,0
바다의향기,"['침구', '화장실', '위치', '부족', '용서']",0,0,0,0,0,0,0,0,0
공하우스,"['숙소', '친절', '청결', '사장', '산책']",0,0,0,0,0,0,0,0,0
드림인제주,"['여행', '주변', '가족', '숙소', '마음']",0,0,0,0,0,0,0,0,0
쉼표펜션,"['예약', '근처', '사진', '고기', '확인']",0,0,0,1,0,0,0,0,0
귤중옥펜션,"['숙소', '기분', '귤나무', '힐링', '이름']",0,0,0,0,0,0,0,0,0
썬빌리지,"['마음', '시설', '제주도', '기분', '저녁']",0,0,0,1,0,0,0,0,0
서귀포통나무집,"['숙소', '사장', '친절', '나무', '냄새']",0,0,0,0,0,0,0,0,0
바그다드하우스 인디언키친,"['친절', '카레', '직원', '현금', '계산']",0,0,0,0,0,0,0,0,0
더프라이빗,['이서'],0,0,0,0,0,0,0,0,0
로맨스파파,"['숙소', '조식', '친절', '청결', '욕조']",1,0,0,3,0,0,0,0,0
제주스테이대흘,"['최고', '아이와', '전국', '이곳저곳', '여행']",0,0,0,0,0,0,0,0,0
월정힐펜션,"['신경', '가족', '기본', '위치', '주변']",0,0,0,0,0,0,0,0,0
동백동산,"['사장', '친절', '주변', '편백', '냄새']",0,0,0,1,0,0,0,0,0
풍향빌리지,"['객실', '오션', '뷰로', '바다']",0,0,0,0,0,0,0,0,0
까사델마마223,"['친절', '청결', '금액', '간단', '조식']",0,0,0,0,0,0,0,0,0
선스토리,"['숙소', '조식', '이용', '포토', '사장']",1,0,0,0,0,0,0,0,0
소곤닥하우스,"['친절', '인테리어', '사장', '자전거', '여행']",0,0,0,0,0,0,0,0,0
굿데이펜션,"['기분', '친절', '만족', '새벽', '친구']",0,0,0,0,0,0,0,0,0
몽돌리조트,"['리조트', '공항', '차로', '이마트', '롯데마트']",0,0,0,0,0,0,0,0,0
제주와요펜션,"['친절', '사장', '숙소', '전화', '가격']",0,0,0,0,0,0,0,0,0
제주휴펜션,"['청소', '관리', '여행', '사장', '예약']",0,0,0,2,0,0,0,0,0
제주프랜,"['수영장', '아주', '외부', '테라스', '편의점']",0,0,0,0,0,0,0,0,0
틸다하우스,"['가족', '숙박', '최적', '잔디', '광장']",0,0,0,0,0,0,0,0,0
해비치풍경,"['할머니', '근처', '사장', '기대', '아기']",0,0,0,0,0,0,0,0,0
더스테어,"['숙소', '만족', '눈앞', '시기']",0,0,0,0,0,0,0,0,0
낙원비치하우스,"['사장', '한라산', '제주도', '숙소', '시설']",0,0,0,0,0,0,0,0,0
가산토방,"['주식', '호텔', '내부', '고기', '디자인']",0,0,0,0,0,0,0,0,0
춘자네펜션,"['여행', '사장', '친절', '가족', '제주도']",0,0,0,0,0,0,0,0,0
제주파인비치펜션,"['여행', '숙소', '제주도', '침구', '태풍']",0,0,0,0,0,0,0,0,0
멀왓스테이,"['위치', '제주공항', '동네', '전체', '숙소']",0,0,0,0,0,0,0,0,0
산방산에머물다,"['치약', '단점', '칫솔', '산방산', '좋아서']",0,0,0,0,0,0,0,0,0
더라온,"['엄마', '숙소', '정한', '저도', '일주일']",0,0,0,0,0,0,0,0,0
마로펜션,"['부족', '물품', '중앙', '신경', '관리']",0,0,0,0,0,0,0,0,0
빌라메르시,"['숙소', '준비', '친절', '태풍', '찬투']",0,0,0,0,0,0,0,0,0
호텔창고펜션,"['사진', '제주도', '친구', '인생', '느낌']",0,0,0,1,0,0,0,0,0
마눌펜션,"['사장', '불편', '수압', '사진', '구석구석']",0,0,0,0,0,0,0,0,0
제주펜션매듭,"['숙소', '바다']",0,0,0,0,0,0,0,0,0
코삿펜션,"['친절', '최고', '해변', '주인', '정이']",0,0,0,0,0,0,0,0,0
절물길펜션,"['귤나무', '새소리', '바람', '소리', '환상']",0,0,0,1,0,0,0,0,0
머무르다,"['생각', '만족', '테라스', '고양이', '이용']",0,0,0,0,0,0,0,0,0
하원가,"['아기', '사장', '친절', '된장국', '야외']",0,0,0,0,0,0,0,0,0
밸리통나무빌리지,"['소리', '느낌', '추천', '후기', '시설']",0,0,0,2,0,0,0,0,0
제주스카이라인 휴양펜션,"['공기', '부모', '숙소', '소리', '운영']",0,0,0,0,0,0,0,0,0
킹스통나무펜션,"['친절', '사장', '공기', '힐링', '주인']",0,0,0,0,0,0,0,0,0
한라하이츠,"['사장', '친절', '시설']",0,0,0,0,0,0,0,0,0
포에타펜션,"['사장', '친절', '방도', '별도', '위치']",0,0,0,0,0,0,0,0,0
아망뜨펜션,"['연식', '느낌', '사장', '친절', '관리도']",0,0,0,0,0,0,0,0,0
코롱코롱,"['빌라', '가족', '여행', '만족', '숙소']",0,0,0,2,0,0,0,0,0
완이클라쓰펜션,"['냄새', '사장', '여행', '친절', '가격']",0,0,0,2,0,0,0,0,0
