place,Top5,무료,혜택,친환경,추천,식재료,제주산,에너지,환경,비건
에이원호텔,"['숙소', '사장', '친절', '출장', '제주']",0,0,0,0,0,0,0,0,0
제주푸른호텔,"['최고', '성비', '세탁기', '호텔', '가격']",0,0,0,3,0,0,0,0,0
호텔메이저2,"['공항', '숙소', '친절', '정식', '소요']",0,0,0,1,0,0,0,0,0
엘렌호텔,"['여행', '호텔', '기대', '요트', '투어']",0,0,0,1,0,0,0,0,0
하니크라운호텔,['감사'],0,0,0,0,0,0,0,0,0
호텔펄리,"['숙박', '가격', '청소', '대비', '조식']",0,0,0,0,0,0,0,0,0
스탠포드호텔앤리조트 제주,"['내동', '해지', '풍경', '거품', '목욕']",0,0,0,0,0,0,0,0,0
스와브호텔,"['가격', '대비', '주변', '샤워', '화장실']",0,0,0,0,0,0,0,0,0
호텔W 신제주점,"['방도', '만족', '번화가']",0,0,0,0,0,0,0,0,0
드림제주호텔,"['담배', '냄새', '리뷰', '건물', '금연']",0,0,0,0,0,0,0,0,0
오로라호텔,"['사람', '호텔', '제주도', '게스트하우스', '정원']",0,0,0,0,0,0,0,0,0
코너스톤호텔,"['포트', '위치', '체크인', '주차공간', '호텔']",0,0,0,0,0,0,0,0,0
모슬포호텔 3동,"['성비', '위치', '마라도', '호텔', '가격']",0,0,0,0,0,0,0,0,0
헤르츠호텔,"['결제', '주차', '예약', '체크인', '당황']",0,0,0,0,0,0,0,0,0
레브호텔,"['객실', '난방', '비품', '머리', '수건']",0,0,0,0,0,0,0,0,0
호텔하루시다,"['산방산', '컨디션', '여름', '테라스', '테이블']",0,0,0,0,0,0,0,0,0
오렌지호텔,"['친절', '호텔', '싱글', '더블', '사장']",0,0,0,1,0,0,0,0,0
제주골프호텔,"['골프', '숙소', '코스', '장난']",0,0,0,0,0,0,0,0,0
그랜드조선 힐 스위트,"['서비스', '제주', '숙소', '음식', '청결']",0,0,0,0,0,0,0,0,0
메이저호텔,"['하루', '가격', '부킹', '만원', '할인']",0,0,0,0,0,0,0,0,0
호텔버지니아,"['시장', '친절', '올레', '소리', '숙소']",0,0,0,1,0,0,0,0,0
모멘토호텔,"['시장', '테라스', '한가지', '해산물', '반입']",0,0,0,0,0,0,0,0,0
아이존호텔,"['요즘', '코로나', '걱정', '공항', '근처']",0,0,0,0,0,0,0,0,0
호텔홀라인 제주협재점,"['캠핑', '장비', '아이템', '조식', '웰컴']",0,0,0,0,0,0,0,0,0
더퍼스트호텔,"['담배', '친절', '한림', '모텔', '방도']",0,0,0,0,0,0,0,0,0
씨앤하우스,"['제주도', '숙소', '최고']",0,0,0,0,0,0,0,0,0
탐라지오호텔,"['이용', '후기', '취소', '수준', '에어컨']",0,0,0,1,0,0,0,0,0
샤이니호텔,"['호텔', '위치', '사장', '친절', '동네']",1,0,0,0,0,0,0,0,0
엔파제주호텔,[''],0,0,0,0,0,0,0,0,0
i마이다스레지던스호텔,"['제주', '여행', '시설', '가족', '제품']",0,0,0,1,0,0,0,0,0
호텔캘리포니아,"['호텔', '식사', '조식', '여행', '숙소']",0,0,0,1,0,0,0,0,0
제주 The M Hotel,"['청소', '도보', '침대', '숙소', '의자']",0,0,0,0,0,0,0,0,0
탑동호텔,[''],0,0,0,0,0,0,0,0,0
예그린하우스,"['친절', '호텔', '소리', '추천', '숙박']",0,0,0,2,0,0,0,0,0
뉴크라운호텔,[''],0,0,0,0,0,0,0,0,0
제주코아호텔,"['성비', '아침', '조식']",0,0,0,0,0,0,0,0,0
에메랄드호텔,[''],0,0,0,0,0,0,0,0,0
파크비치호텔,"['정돈', '호스트', '분이', '친절', '바다']",0,0,0,0,0,0,0,0,0
제주 필링굿 하우스,"['가격', '합리', '시외', '자리', '숙소']",0,0,0,0,0,0,0,0,0
EQ STAY,"['사장', '친절', '가격', '나쁘지', '않아']",0,0,0,1,0,0,0,0,0
바솔트호텔,['환상'],0,0,0,0,0,0,0,0,0
위너스호텔,[''],0,0,0,0,0,0,0,0,0
은하호텔,"['온돌방', '호텔', '남자', '한라산', '등반']",0,0,0,0,0,0,0,0,0
라이프리버호텔,[''],0,0,0,0,0,0,0,0,0
산방산호텔,"['호텔', '전체', '만족', '산방산', '벌레']",0,0,0,2,0,0,0,0,0
호텔케니모슬포,"['친절', '직원', '호텔', '바다', '가격']",0,0,0,2,0,0,0,2,0
제주인관광호텔,"['편안', '친절', '응대', '해주시', '베드']",0,0,0,0,0,0,0,0,0
