place,address
동백포레스트,제주특별자치도 서귀포시 남원읍 생기악로 53-38
쇠소깍관광지,제주특별자치도 서귀포시 하효동
바운스슈퍼파크 제주센터,제주특별자치도 제주시 연사6길 61 1층
저지오름,제주특별자치도 제주시 한경면 저지리 산 51
서프라이즈테마파크,제주특별자치도 제주시 조천읍 남조로 2243
한라생태숲,제주특별자치도 제주시 516로 2596
교래자연휴양림,제주특별자치도 제주시 조천읍 남조로 2023
추자도,제주특별자치도 제주시 추자면 묵리
닭머르,제주특별자치도 제주시 조천읍 신촌리 3403
박수기정,제주특별자치도 서귀포시 안덕면 감산리
어승생,제주특별자치도 제주시 해안동 산 220-12
혼인지,제주특별자치도 서귀포시 성산읍 온평리 1693
액티브파크,제주특별자치도 제주시 한림읍 금능남로 76
하도해변,제주특별자치도 제주시 구좌읍 하도리
삼성혈,제주특별자치도 제주시 삼성로 22
붉은오름자연휴양림,제주특별자치도 서귀포시 표선면 남조로 1487-73
지미봉,제주특별자치도 제주시 구좌읍 종달리 산 3-1
제주코코몽에코파크,제주특별자치도 서귀포시 남원읍 태위로 536
물영아리,제주특별자치도 서귀포시 남원읍 수망리 산 188
일출랜드,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30
별방진,제주특별자치도 제주시 구좌읍 하도리 3354
마방목지,제주특별자치도 제주시 516로 2480
엉덩물계곡,제주특별자치도 서귀포시 색달동 3384-4
동백동산,제주특별자치도 제주시 조천읍 선흘리 산 12
백록담,제주특별자치도 서귀포시 토평동 산 15-1
용연계곡,제주특별자치도 제주시 용담일동 2581-4
하례감귤체험농장,제주특별자치도 서귀포시 남원읍 중산간동로 6596-3
곶자왈,제주특별자치도 서귀포시 대정읍 에듀시티로 178
한라산국립공원 관음사탐방로,
서귀다원,제주특별자치도 서귀포시 516로 717
유채꽃프라자,제주특별자치도 서귀포시 표선면 녹산로 464-65
검멀레해변,제주특별자치도 제주시 우도면 연평리
우도산호해변,제주특별자치도 제주시 우도면 연평리
수월봉전망대,제주특별자치도 제주시 한경면 고산리 3760
산양큰엉곶,제주특별자치도 제주시 한경면 청수리 956-6
닭머르해안길 1코스,
삼다수숲길,제주특별자치도 제주시 조천읍 교래리 산 70-1
한라산 성판악탐방안내소,제주특별자치도 제주시 조천읍 516로 1865
알뜨르비행장,제주특별자치도 서귀포시 대정읍 상모리 1670
상가리야자숲,제주특별자치도 제주시 애월읍 상가리 536
신창풍차해안,제주특별자치도 제주시 한경면 신창리 1290-2
수월봉지질트레일,제주특별자치도 제주시 한경면 고산리 3760
돈내코유원지,제주특별자치도 서귀포시 돈내코로 114
수산봉,제주특별자치도 제주시 애월읍 수산리 산 1-1
평대리해수욕장,제주특별자치도 제주시 구좌읍 평대리
머체왓숲길 방문객지원센터,제주특별자치도 서귀포시 남원읍 서성로 755
5.16도로숲터널,제주특별자치도 서귀포시 남원읍 신례리
아끈다랑쉬오름,제주특별자치도 제주시 구좌읍 세화리 2593-2
방림원,제주특별자치도 제주시 한경면 용금로 864
제주유채꽃도로,제주특별자치도 서귀포시 표선면 가시리
큰노꼬메오름,제주특별자치도 제주시 애월읍 유수암리 산 138
황우지선녀탕,제주특별자치도 서귀포시 서홍동
영주산,제주특별자치도 서귀포시 표선면 성읍리 산 18-1
오늘은카트레이싱,제주특별자치도 서귀포시 표선면 중산간동로 4776
하고수동해변,제주특별자치도 제주시 우도면 연평리
흑돼지거리,제주특별자치도 제주시 일도일동 1492-1
제주올레여행자센터,제주특별자치도 서귀포시 중정로 22
태웃개,제주특별자치도 서귀포시 남원읍 위미리 69
신화워터파크,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38
용담해안도로,제주특별자치도 제주시 용담2동
엉알해안,제주특별자치도 제주시 한경면 고산리
세리월드,제주특별자치도 서귀포시 법환상로2번길 97-17
위미동백나무군락,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 23-7
문도지오름,제주특별자치도 제주시 한림읍 금악리 3445
신양섭지해수욕장,제주특별자치도 서귀포시 성산읍 섭지코지로 88
차귀도,제주특별자치도 제주시 한경면 고산리 125
소정방폭포,제주특별자치도 서귀포시 토평동
새별프렌즈,제주특별자치도 제주시 애월읍 평화로 1529
사려니숲길 관광안내소,제주특별자치도 서귀포시 표선면 가시리 산 158
종달리해변,제주특별자치도 제주시 구좌읍 종달리 622-5
고근산,제주특별자치도 서귀포시 서호동 1286-1
사라오름,제주특별자치도 서귀포시 남원읍 신례리 산 2-1
송당무끈모루,제주특별자치도 제주시 구좌읍 송당리 2793
성읍랜드,제주특별자치도 서귀포시 표선면 번영로 2650
제주목 관아,제주특별자치도 제주시 관덕로 25
한라산,제주특별자치도 서귀포시 서홍동 산 1-1
하효쇠소깍해변,제주특별자치도 서귀포시 하효동 997-3
강정천,제주특별자치도 서귀포시 강정동 5647
종달리수국길,제주특별자치도 제주시 구좌읍 종달리
금능석물원,제주특별자치도 제주시 한림읍 한림로 176
민오름,제주특별자치도 제주시 오라이동 산 28-1
산물관광농원,제주특별자치도 서귀포시 남원읍 하례로 90
한남리머체왓숲길,
몽돌해변,제주특별자치도 제주시 내도동 465-2
세기알해변,제주특별자치도 제주시 구좌읍 김녕리 1200-5
오저여,제주특별자치도 제주시 구좌읍 행원리 1-91
당산봉,제주특별자치도 제주시 한경면 용수리 산 28
저지예술인마을,제주특별자치도 제주시 한경면 저지14길 28-4
붉은오름,제주특별자치도 서귀포시 표선면 가시리 산 158
짱구네 유채꽃밭,제주특별자치도 서귀포시 성산읍 수산리 1021
서귀포천문과학문화관,제주특별자치도 서귀포시 1100로 506-1
조천만세동산,제주특별자치도 제주시 조천읍 신북로 303
주상절리관광안내소,제주특별자치도 서귀포시 이어도로 36-30
제주카페거리,제주특별자치도 제주시 용담삼동
비양도망대,제주특별자치도 제주시 우도면 연평리
추사유배지,제주특별자치도 서귀포시 대정읍 추사로 44
사려니숲,제주특별자치도 서귀포시 남원읍 수망리
도구리알,제주특별자치도 서귀포시 대정읍
신흥해수욕장,제주특별자치도 제주시 조천읍 신흥리
월평마을 아왜낭목 쉼터,제주특별자치도 서귀포시 월평동 738
한라산둘레길 수악길,제주특별자치도 서귀포시 남원읍 하례리 산 10-12
한라산둘레길 사려니숲길,
산천단,제주특별자치도 제주시 아라일동 375-4
검은오름,제주특별자치도 제주시 연동 산 110-1
쇠머리오름,제주특별자치도 제주시 우도면 연평리 산 23
정물오름,제주특별자치도 제주시 한림읍 금악리 산 52-1
송악산 전망대,제주특별자치도 서귀포시 대정읍 상모리 산 2-13
산방산랜드,제주특별자치도 서귀포시 안덕면 사계리 117-2
종달리해안도로,제주특별자치도 제주시 구좌읍 종달리 630-1
용두암 인증센터,제주특별자치도 제주시 용담이동 493-6
올티스,제주특별자치도 제주시 조천읍 거문오름길 23-58
화순 곶자왈생태탐방숲길,제주특별자치도 서귀포시 안덕면 화순리
한림공원 협재굴,제주특별자치도 제주시 한림읍 협재리
제주올레 7코스 여행자센터,제주특별자치도 서귀포시 중정로 22
이승이오름,제주특별자치도 서귀포시 남원읍 신례리 산 2-4
전농로왕벚꽃거리,제주특별자치도 제주시 삼도일동 585-30
갯깍주상절리대,제주특별자치도 서귀포시 색달동
서우봉 산책로,제주특별자치도 제주시 조천읍 함덕리 163
부림온천,제주특별자치도 제주시 과원로 70
천아계곡,제주특별자치도 제주시 애월읍 광령리 산 183-2
천주교용수성지,제주특별자치도 제주시 한경면 용수1길 108
월대천,제주특별자치도 제주시 외도이동 2551
소금막해변,제주특별자치도 서귀포시 표선면 표선리
돈내코계곡,제주특별자치도 서귀포시 돈내코로 137
큰바리메,제주특별자치도 제주시 애월읍 어음리 산 21
새섬,제주특별자치도 서귀포시 서귀동 산 3-2
생이기정,제주특별자치도 제주시 한경면 용수리
고스트타운,제주특별자치도 제주시 애월읍 부룡수길 35-14
설록다원도순,제주특별자치도 서귀포시 중산간서로356번길 152-41
큰엉,제주특별자치도 서귀포시 남원읍 남원리
제지기오름,제주특별자치도 서귀포시 보목동 275-1
화순곶자왈,제주특별자치도 서귀포시 안덕면 화순리
보롬왓수국길,제주특별자치도 서귀포시 표선면 성읍리
제주삼나무길,제주특별자치도 제주시 봉개동
한라산 웃세붉은오름,제주특별자치도 서귀포시 서호동 산 183-1
제주올레1코스 공식안내소,제주특별자치도 서귀포시 성산읍 시흥상동로53번길 88-46
두산봉,제주특별자치도 서귀포시 성산읍 시흥리 2661
별도봉,제주특별자치도 제주시 화북일동 4472
애월돌고래전망대,제주특별자치도 제주시 애월읍 신엄리 2731
베릿내오름,제주특별자치도 서귀포시 중문동 3712
한라산국립공원 어리목탐방로,
윗세오름,제주특별자치도 서귀포시 서호동 산 1-1
외돌개 전망대,제주특별자치도 서귀포시 서홍동 794-11
쉬리의언덕,제주특별자치도 서귀포시 색달동 3039-41
거슨세미오름,제주특별자치도 제주시 구좌읍 송당리 산 145
수산저수지,제주특별자치도 제주시 애월읍 수산리
제주커피수목원,제주특별자치도 서귀포시 안덕면 사계리 3136
트로이테마농원,제주특별자치도 서귀포시 안덕면 녹차분재로 56
한림공원 아열대식물원,제주특별자치도 제주시 한림읍 한림로 300
제주웰컴센터,제주특별자치도 제주시 선덕로 23
제주탐나라공화국,제주특별자치도 제주시 한림읍 한창로 897
성산일출해양도립공원,제주특별자치도 서귀포시 성산읍 성산리
김녕성세기해변 인증센터,제주특별자치도 제주시 구좌읍 김녕리 497-4
한남시험림탐방,제주특별자치도 서귀포시 남원읍 서성로651번길 235
1100고지습지 람사르습지,제주특별자치도 서귀포시 색달동 산 1-1
산지천,제주특별자치도 제주시 일도1동
강정천유원지,제주특별자치도 서귀포시 강정동
알작지해변,제주특별자치도 제주시 내도동 465-2
함덕서우봉해변 인증센터,제주특별자치도 제주시 조천읍 함덕리 산 14-53
단산,제주특별자치도 서귀포시 대정읍 인성리 21-2
느지리오름,제주특별자치도 제주시 한림읍 상명리 산 5
녹차동굴,제주특별자치도 서귀포시 표선면 성읍리 2192
섯알오름,제주특별자치도 서귀포시 대정읍 상모리 1593-2
산양곶자왈,제주특별자치도 제주시 한경면 청수리 6
대록산,제주특별자치도 서귀포시 표선면 가시리 산 68-9
비블리아성서식물원,제주특별자치도 제주시 한림읍 조성로 17
어음리억새군락지,제주특별자치도 제주시 애월읍 어음리 산 68-5
월정리카페거리,제주특별자치도 제주시 구좌읍 월정리 652-4
새미동산,제주특별자치도 제주시 조천읍 종인내길 133
귤의 정원 바령,제주특별자치도 제주시 조천읍 선흘남3길 87
남원용암해수풀장,제주특별자치도 서귀포시 남원읍 남태해안로 140
일출랜드 미천굴,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30
우도정원,제주특별자치도 제주시 우도면 연평리 1964
위미동백나무군락,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 15
루나폴,제주특별자치도 서귀포시 안덕면 일주서로 1836
제주성지,제주특별자치도 제주시 오현길 61
연북정,제주특별자치도 제주시 조천읍 조천리 2690
절물오름,제주특별자치도 제주시 봉개동 산 78-1
오드싱오름,제주특별자치도 제주시 오등동 1554
알오름,제주특별자치도 제주시 구좌읍 종달리 산 13-1
수산한못,제주특별자치도 서귀포시 성산읍 수산리 3990
돔베낭골,제주특별자치도 서귀포시 호근동
절물자연휴양림 장생의숲길,제주특별자치도 제주시 봉개동 산 78-1
제주 종달리전망대,제주특별자치도 제주시 구좌읍 해맞이해안로 2196
영락리 방파제,제주특별자치도 서귀포시 대정읍 무릉리 3783-3
과물노천탕,제주특별자치도 제주시 애월읍 곽지리 1566
제주올레19코스 공식안내소,제주특별자치도 제주시 조천읍 조천북6길 44
거린사슴 전망대,제주특별자치도 서귀포시 1100로 823
성산일출봉 인증센터,제주특별자치도 서귀포시 성산읍 오조리 2-3
다락쉼터 인증센터,제주특별자치도 제주시 애월읍 고내리 462
법환바당 인증센터,제주특별자치도 서귀포시 막숙포로 61
황우치해변,제주특별자치도 서귀포시 안덕면 사계리 79-4
대수산봉,제주특별자치도 서귀포시 성산읍 고성리 2039-1
황우지해안열두굴,제주특별자치도 서귀포시 서홍동 764-1
라온쥬,제주특별자치도 제주시 한림읍 월림리 2365 더마파크 내
잃어버린마을곤을동,제주특별자치도 제주시 화북일동 4440
광치기중간,제주특별자치도 서귀포시 성산읍 고성리
삼매봉,제주특별자치도 서귀포시 서홍동 819
복자 김기량 순교현양비,제주특별자치도 제주시 조천읍 일주동로 1216
왕이메,제주특별자치도 서귀포시 안덕면 광평리 산 79
원당봉,제주특별자치도 제주시 조천읍 신촌리 산 1
아라고나이트 고온천,제주특별자치도 서귀포시 안덕면 산록남로762번길 71 디아넥스 1층
송악산 진지동굴,제주특별자치도 서귀포시 대정읍 상모리
식산봉,제주특별자치도 서귀포시 성산읍 오조리 313
송악산 인증센터,제주특별자치도 서귀포시 대정읍 상모리 157-2
세미양오름,제주특별자치도 제주시 아라일동 산 24-2 일대
서건도,제주특별자치도 서귀포시 강정동 산 1
보목해안도로,제주특별자치도 서귀포시 보목동
올레요7쉼터,제주특별자치도 서귀포시 이어도로 826-86
김녕금속공예벽화마을,제주특별자치도 제주시 구좌읍 김녕리 4026
선인장자생지,제주특별자치도 제주시 한림읍 월령리
한라산 정상안내소,제주특별자치도 서귀포시 상효동
감사공묘역,제주특별자치도 제주시 조천읍 함대로 362
수산봉둘레길,제주특별자치도 제주시 애월읍 구엄리
제주모슬포알뜨르비행장 일제 지하벙커,제주특별자치도 서귀포시 대정읍 상모리 1670
새별오름관광타운,제주특별자치도 제주시 애월읍 평화로 1529
치유의숲 방문자센터,제주특별자치도 서귀포시 산록남로 2271
김녕사굴,제주특별자치도 제주시 구좌읍 김녕리 201-4
제주올레16코스 공식안내소,제주특별자치도 제주시 애월읍 고내리 1103-1
추억의숲길,제주특별자치도 서귀포시 산록남로 2271
솜반천,제주특별자치도 서귀포시 서홍동 1212-4
한라산영실,제주특별자치도 서귀포시 도순동 산 1
표선해안도로,제주특별자치도 서귀포시 표선면 표선리
붉은오름,제주특별자치도 서귀포시 성산읍 섭지코지로 261
돛오름,제주특별자치도 제주시 구좌읍 송당리 산 3
형제섬,제주특별자치도 서귀포시 안덕면 사계리 산 44
제주곶자왈도립공원 탐방안내소,제주특별자치도 서귀포시 대정읍 에듀시티로 178
한라산둘레길 동백길,
매오름,제주특별자치도 서귀포시 표선면 세화리 산 7
바농오름,제주특별자치도 제주시 조천읍 교래리 산 108
해거름마을공원 인증센터,제주특별자치도 제주시 한경면 판포리 1608-4
대정향교,제주특별자치도 서귀포시 안덕면 향교로 165-17
제주올레5코스 공식안내소,제주특별자치도 서귀포시 남원읍 남태해안로 140
동검은이오름,제주특별자치도 제주시 구좌읍 종달리 산 70
월라봉,제주특별자치도 서귀포시 안덕면 감산리 1144
편백나무숲,제주특별자치도 제주시 아라일동 산 31-8
한라산둘레길 돌오름길,
당오름,제주특별자치도 제주시 구좌읍 송당리 산 199-1
높은오름,제주특별자치도 제주시 구좌읍 송당리 산 213-1
한라산국립공원 돈내코탐방로,
열리해안도로,제주특별자치도 서귀포시 하예동
안세미오름,제주특별자치도 제주시 봉개동 산 2
무병장수테마파크,제주특별자치도 제주시 애월읍 어음13길 196
관곶,제주특별자치도 제주시 조천읍 신흥리
원물오름,제주특별자치도 서귀포시 안덕면 동광리 산 41
도두추억애거리,제주특별자치도 제주시 도두일동
별도봉산책로,제주특별자치도 제주시 화북일동 4558
숫모르숲길,제주특별자치도 제주시 516로 2596
제주4.3 안덕 평화공원,제주특별자치도 서귀포시 안덕면 사계리 3630
송당본향당,제주특별자치도 제주시 구좌읍 송당리 산 199-1
개오름,제주특별자치도 서귀포시 표선면 성읍리 2974
한라산둘레길 천아숲길,
범섬,제주특별자치도 서귀포시 법환동
한라산사라오름 산정호수,제주특별자치도 서귀포시 남원읍 신례리 산 2-1
신화가든,제주특별자치도 서귀포시 안덕면 서광리 산 24-8
모슬봉,제주특별자치도 서귀포시 대정읍 동일리 2081-3
민오름,제주특별자치도 제주시 봉개동 산 64 일대
고근산 산책로,제주특별자치도 서귀포시 서호동 1286-1
미악산,제주특별자치도 서귀포시 동홍동 2195
제주향농원,제주특별자치도 서귀포시 일주서로 661
이중섭거주지,제주특별자치도 서귀포시 이중섭로 29
족은노꼬메오름,제주특별자치도 제주시 애월읍 유수암리 산 138
우뭇개해안,제주특별자치도 서귀포시 성산읍 성산리
서우봉 일몰지,제주특별자치도 제주시 조천읍 함덕리 129
정난주마리아묘,제주특별자치도 서귀포시 대정읍 동일리 10-1
제주올레14코스 공식안내소,제주특별자치도 제주시 한경면 저지리 1843-4
개다리폭포,제주특별자치도 서귀포시 색달동 3101-1
세리월드 카트레이싱,제주특별자치도 서귀포시 법환동 881-2
톨칸이해변,제주특별자치도 제주시 우도면 연평리
다랑쉬굴,제주특별자치도 제주시 구좌읍 세화리 2608-3
중엄새물,제주특별자치도 제주시 애월읍 신엄리
