place,address
장모식탁,제주특별자치도 제주시 연신로 51 1층
수영밥상 본점,제주특별자치도 제주시 우령안1길 29-1 1층
탐라가든,제주특별자치도 제주시 서사로 51
달이뜨는식탁,제주특별자치도 제주시 구좌읍 월정1길 14
맨도롱 해장국,제주특별자치도 서귀포시 태평로353번길 11
섬소나이,제주특별자치도 제주시 우도면 우도해안길 814
제주선채향,제주특별자치도 서귀포시 안덕면 사계남로84번길 6
흑돼지제주정,제주특별자치도 서귀포시 표선면 민속해안로 577
참맛나김밥,제주특별자치도 제주시 한라대학로 31 1층
그리운바다 성산포,제주특별자치도 서귀포시 성산읍 성산등용로 94
담다,제주특별자치도 제주시 한림읍 협재4길 8 1층
희야국수,제주특별자치도 제주시 다호5길 11 1층
까망돼지 서귀포점,제주특별자치도 서귀포시 일주동로 8524
중문신라원,제주특별자치도 서귀포시 법환하로28번길 6
스시도모다찌 칠성점,제주특별자치도 제주시 관덕로13길 3 1층
오멍가멍흑돼지 본점,제주특별자치도 제주시 서해안로 272 1층
흑본오겹 함덕점,제주특별자치도 제주시 조천읍 신북로 454
선흘방주할머니식당,제주특별자치도 제주시 조천읍 선교로 212
모메존흑돼지,제주특별자치도 제주시 구좌읍 세화1길 17 1층
스시권,제주특별자치도 제주시 노형로 401
영빈횟집,제주특별자치도 서귀포시 칠십리로 129
용두암오메기떡,제주특별자치도 제주시 용담로7길 6
다미진횟집,제주특별자치도 서귀포시 표선면 민속해안로 578-1
수복강녕,제주특별자치도 제주시 선덕로3길 40
오가네 전복설렁탕 함덕점,제주특별자치도 제주시 조천읍 조함해안로 496 2층
천돈가,제주특별자치도 서귀포시 일주서로 873 1층
운산식당,제주특별자치도 제주시 북성로 28 1층
만지식당,제주특별자치도 제주시 애월읍 고내로 13-1 1층
한라축산정육식당,제주특별자치도 제주시 1100로 3128
마마무말가든,제주특별자치도 제주시 아연로 157
용꽈배기,제주특별자치도 제주시 서광로30길 3
고미,제주특별자치도 서귀포시 서문로 46
성읍칠십리식당,제주특별자치도 서귀포시 표선면 성읍정의현로 74
한라산아래첫마을,제주특별자치도 서귀포시 안덕면 산록남로 675
연리지가든,제주특별자치도 제주시 한경면 두조로 190-20 다동 1층
돌하르방식당 본점,제주특별자치도 제주시 신산로11길 53
연탄과친한돼지,제주특별자치도 제주시 원노형로 61
함쉐프키친,제주특별자치도 서귀포시 대포중앙로 116
갈치공장,제주특별자치도 제주시 구좌읍 해맞이해안로 1296
청파식당횟집,제주특별자치도 제주시 구좌읍 세평항로 12 1층
해비치호텔앤리조트 제주 이디,제주특별자치도 서귀포시 표선면 민속해안로 537 1층
캠퍼트리호텔앤리조트 더뷰,제주특별자치도 제주시 해안마을서4길 100
황가네뚝배기,제주특별자치도 제주시 삼무로11길 24
씨에스호텔 씨에스다이닝,제주특별자치도 서귀포시 중문관광로 198
포도호텔 레스토랑,제주특별자치도 서귀포시 안덕면 산록남로 863 1층
씨에스호텔 카노푸스 다이닝,제주특별자치도 서귀포시 중문관광로 196
